epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,0.5007559089215248,0.44501325992437507,0.7432353116653778,0.5582417582417583,0.4697048726972643,0.8672179002028245,0.5094561681642638,0.5392421250814919,0.8476358613660259,0.7322580645161291,1.1097483207629277,0.6184615384615385
2,0.001,2.0,0.39560770169719234,0.34879635749282417,0.6241512333953774,0.6207417582417583,0.4697048742692549,0.867217898106837,0.5094561655442793,0.5392421287494701,0.7375338746655372,0.7451612903225806,0.9579131641754737,0.6673076923076923
3,0.001,2.0,0.35310994059174927,0.3103980889032175,0.5694913347998818,0.6593406593406593,0.46970487164927055,0.867217902298812,0.50945616711627,0.5392421345134358,1.0461780348131733,0.6838709677419355,1.3281019456569965,0.5923076923076923
4,0.001,2.0,0.33154322360898114,0.29077349560601373,0.5435963922804529,0.675,0.4697048700772799,0.867217902298812,0.5094561681642638,0.5392421224615076,0.7631648725078952,0.7387096774193549,0.9522342744240394,0.6665384615384615
5,0.001,2.0,0.2977227692420666,0.2603524348238012,0.4982710825217949,0.7107142857142857,0.46970487374525804,0.8672179012508183,0.50945616711627,0.5392421355614295,0.6719715783672948,0.7709677419354839,0.9047310576072106,0.6942307692307692
6,0.001,2.0,0.28896511504938316,0.25143720828569854,0.5003720555986677,0.715521978021978,0.4697048747932518,0.8672178991548307,0.5094561618763012,0.5392421235095014,0.6703073924587619,0.7516129032258064,0.925832423063425,0.6903846153846154
7,0.001,2.0,0.2584045091173151,0.22552463307485476,0.43839835000562144,0.740934065934066,0.469704869553283,0.867217893914862,0.5094561650202825,0.5392421287494701,0.6953423738479614,0.7645161290322581,0.9857785001167885,0.6796153846153846
8,0.001,2.0,0.2452585539320013,0.21197141589044213,0.44382848909923006,0.7603021978021978,0.469704869553283,0.8672179012508183,0.5094561660682763,0.5392421303214607,0.6747683175148502,0.7709677419354839,0.9299611792197594,0.685
9,0.001,2.0,0.22366817233326672,0.19334846155329066,0.4042627817981846,0.7700549450549451,0.4697048721732674,0.8672179033468058,0.5094561655442793,0.5392421240334982,0.6624912508072391,0.7774193548387097,0.8973345716183002,0.7065384615384616
10,0.001,2.0,0.20786687423894692,0.17906727823582325,0.3839945929391044,0.7918956043956044,0.4697048774132362,0.8672178960108495,0.5094561681642638,0.5392421313694545,0.765158071056489,0.7419354838709677,1.128606357574463,0.6657692307692308
11,0.001,2.0,0.20045656683025778,0.17281353791336437,0.3685736910982446,0.7993131868131869,0.46970487164927055,0.8672179012508183,0.5094561603043105,0.5392421287494701,0.6381867212633933,0.7935483870967742,0.9209755818660442,0.7076923076923077
12,0.001,2.0,0.18772042993005816,0.16204872334396447,0.3422893972187252,0.8024725274725275,0.4697048706012768,0.867217902298812,0.5094561665922731,0.5392421287494701,0.6163765934205825,0.7838709677419354,0.9017540445694556,0.7061538461538461
13,0.001,2.0,0.16941582069292174,0.14466637582569333,0.3299926004566989,0.8270604395604395,0.469704869553283,0.8672178991548307,0.5094561665922731,0.5392421329414452,0.559948250555223,0.8354838709677419,0.8145092302102309,0.73
14,0.001,2.0,0.15766956707933447,0.13514790217300038,0.3002888450910757,0.8377747252747253,0.4697048721732674,0.8672178991548307,0.509456162924295,0.5392421256054889,0.6715088205952798,0.8096774193548387,0.937503863297976,0.7180769230769231
15,0.001,2.0,0.14707699070920002,0.12473009444855071,0.2979586098220322,0.8504120879120879,0.4697048747932518,0.867217902298812,0.5094561660682763,0.5392421245574951,0.5705750757648099,0.7967741935483871,0.8950431137818556,0.7334615384615385
16,0.001,2.0,0.14498742946556636,0.12331830633210612,0.28892162645256125,0.8524725274725274,0.4697048726972643,0.8672179033468058,0.5094561634482918,0.5392421282254732,0.5499855029967523,0.8193548387096774,0.8896222595068125,0.7407692307692307
17,0.001,2.0,0.12391138364980508,0.1053842530800746,0.24702839975828653,0.8743131868131868,0.46970487374525804,0.8672179012508183,0.5094561660682763,0.5392421282254732,0.5601261065852258,0.8387096774193549,0.9065370856798612,0.7415384615384616
18,0.001,2.0,0.1181667304628498,0.09986090615882978,0.24407765570577683,0.8789835164835165,0.4697048706012768,0.8672178991548307,0.5094561603043105,0.5392421297974639,0.7153734660917713,0.7903225806451613,0.9942998743057251,0.7165384615384616
19,0.001,2.0,0.10847225194121456,0.0910795156281073,0.23190314736995069,0.889010989010989,0.4697048706012768,0.867217898106837,0.5094561644962856,0.5392421313694545,0.637098495037325,0.8225806451612904,0.8737283730506897,0.7430769230769231
