epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,4.046529125436171,0.09162303664921466,3.6470887803319676,0.09701492537313433,3.598640760125805,0.14111178985949907
2,3.2917737586335987,0.19764397905759162,3.1484253264185207,0.20149253731343283,3.07596347109166,0.23029932803909592
3,2.888301577778476,0.27486910994764396,2.9036040519600483,0.26865671641791045,2.94748916433727,0.27183872938301773
4,2.580556468100537,0.3391922213911743,2.566289360843488,0.3283582089552239,2.470436629683926,0.3463653023824068
5,2.3056028607895596,0.40650710545998503,2.3928332293211523,0.3880597014925373,2.3055139406468714,0.40867440439828956
6,2.098461831249046,0.43904263275991023,2.2992514140570344,0.41044776119402987,2.2223841439825627,0.41905925473427
7,1.9459729205340526,0.45792819745699326,2.1666117070326165,0.44029850746268656,2.121640419479398,0.44960293219303604
8,1.799216173884578,0.5084143605086013,2.2221736409770907,0.4552238805970149,2.196799490680473,0.43555284056200366
9,1.6877740848929292,0.5351533283470457,2.086657011686866,0.44029850746268656,2.038890077271109,0.4648747709224191
10,1.5507895156529383,0.5676888556469708,2.096209581218549,0.47761194029850745,2.037529220942251,0.4807574832009774
11,1.4951081110990663,0.5729244577412117,2.031959220544616,0.5074626865671642,2.0376540517836137,0.48503359804520463
12,1.402317879444285,0.6048990276738968,1.9888512180812323,0.44776119402985076,2.011628995818486,0.483811850946854
13,1.3016418538703434,0.62528047868362,2.0742776340513087,0.47761194029850745,2.1712482817375447,0.4654856444715944
14,1.2661098498591934,0.6318249813014211,2.1078760784063766,0.4701492537313433,2.0472012040960257,0.4954184483811851
15,1.1685574521925703,0.6568810770381451,1.8805512652468326,0.5298507462686567,1.9511301741049505,0.5094685400122174
16,1.0813297726542717,0.6819371727748691,2.0596644825010157,0.4925373134328358,2.0480072669452767,0.5131337813072694
17,1.0504581565364761,0.6909124906507106,2.039731685795001,0.5074626865671642,1.972842210374668,0.5186316432498472
18,0.9794840925026939,0.7111069558713538,2.0662031049159038,0.4925373134328358,2.0640192775370947,0.51435552840562
