epoch,train_loss,train_accuracy,gold_validation_loss,gold_validation_accuracy
1,4.504041301869901,0.04299065420560748,4.5091147493960255,0.022388059701492536
2,4.038949479789378,0.102803738317757,4.179135543196948,0.11194029850746269
3,3.7123012039148917,0.14018691588785046,3.939545627850205,0.11194029850746269
4,3.40010980668469,0.17009345794392525,3.5910967641801976,0.15671641791044777
5,3.156683323316485,0.2252336448598131,3.437245123421968,0.15671641791044777
6,2.977682522747004,0.24392523364485982,3.242365392286386,0.208955223880597
7,2.8213779351421606,0.2644859813084112,3.035769999916874,0.2462686567164179
8,2.6114812819757196,0.31962616822429907,2.916082891065683,0.26865671641791045
9,2.4404262493703968,0.36074766355140186,2.928329727542934,0.2462686567164179
10,2.386928976807639,0.36074766355140186,2.728038506721383,0.27611940298507465
11,2.2034982529756064,0.4102803738317757,2.7034771549167917,0.3283582089552239
12,2.132950518287231,0.4336448598130841,2.643042653354246,0.3208955223880597
13,2.078590356078103,0.42429906542056073,2.6520391151086606,0.291044776119403
14,1.9445845260798373,0.4719626168224299,2.597287637084278,0.3283582089552239
15,1.83408760801654,0.4897196261682243,2.622679169498273,0.31343283582089554
16,1.8056609403307193,0.4897196261682243,2.4780081101317903,0.3582089552238806
17,1.6701611545598396,0.5420560747663551,2.4734719938306666,0.373134328358209
18,1.657880980723372,0.5476635514018692,2.5155562037852275,0.3283582089552239
19,1.5924836408312075,0.5495327102803739,2.406823756089851,0.3880597014925373
20,1.544325157415087,0.5747663551401869,2.4462795613416985,0.3880597014925373
21,1.448275377594422,0.6,2.5122058960928846,0.3880597014925373
22,1.3988723699177537,0.5962616822429907,2.4627632080619013,0.3358208955223881
23,1.3189315818180547,0.6186915887850467,2.412768378186582,0.373134328358209
24,1.2661573753178677,0.6495327102803738,2.4265132555321083,0.417910447761194
