label,total,correct,accuracy
0,8,0,0.0
1,12,7,0.5833333333333334
2,8,2,0.25
3,11,2,0.18181818181818182
4,13,8,0.6153846153846154
5,9,2,0.2222222222222222
6,8,5,0.625
7,17,11,0.6470588235294118
8,9,5,0.5555555555555556
9,9,6,0.6666666666666666
10,17,0,0.0
11,17,14,0.8235294117647058
12,10,8,0.8
13,10,7,0.7
14,10,6,0.6
15,8,2,0.25
16,17,14,0.8235294117647058
17,16,6,0.375
18,10,1,0.1
19,11,4,0.36363636363636365
20,8,6,0.75
21,12,7,0.5833333333333334
22,18,6,0.3333333333333333
23,9,4,0.4444444444444444
24,8,2,0.25
25,8,4,0.5
26,8,5,0.625
27,13,6,0.46153846153846156
28,16,3,0.1875
29,17,6,0.35294117647058826
30,11,1,0.09090909090909091
31,9,0,0.0
32,9,4,0.4444444444444444
33,8,1,0.125
34,9,8,0.8888888888888888
35,15,8,0.5333333333333333
36,22,20,0.9090909090909091
37,11,5,0.45454545454545453
38,8,0,0.0
39,13,4,0.3076923076923077
40,25,4,0.16
41,12,4,0.3333333333333333
42,26,3,0.11538461538461539
43,19,13,0.6842105263157895
44,8,2,0.25
45,39,35,0.8974358974358975
46,13,6,0.46153846153846156
47,14,9,0.6428571428571429
48,10,5,0.5
49,18,11,0.6111111111111112
50,52,25,0.4807692307692308
51,17,13,0.7647058823529411
52,19,4,0.21052631578947367
53,12,7,0.5833333333333334
54,14,8,0.5714285714285714
55,22,18,0.8181818181818182
56,13,8,0.6153846153846154
57,23,22,0.9565217391304348
58,13,12,0.9230769230769231
59,22,19,0.8636363636363636
60,10,10,1.0
61,11,2,0.18181818181818182
62,11,9,0.8181818181818182
63,11,10,0.9090909090909091
64,20,16,0.8
65,12,12,1.0
66,9,1,0.1111111111111111
67,11,5,0.45454545454545453
68,11,2,0.18181818181818182
69,12,9,0.75
70,16,12,0.75
71,19,3,0.15789473684210525
72,39,27,0.6923076923076923
73,34,20,0.5882352941176471
74,24,17,0.7083333333333334
75,21,14,0.6666666666666666
76,50,35,0.7
77,27,16,0.5925925925925926
78,8,2,0.25
79,21,6,0.2857142857142857
80,33,30,0.9090909090909091
81,22,6,0.2727272727272727
82,26,8,0.3076923076923077
83,17,2,0.11764705882352941
84,13,1,0.07692307692307693
85,12,6,0.5
86,13,8,0.6153846153846154
87,31,28,0.9032258064516129
88,37,23,0.6216216216216216
89,16,3,0.1875
90,15,7,0.4666666666666667
91,13,4,0.3076923076923077
92,9,3,0.3333333333333333
93,32,13,0.40625
94,26,10,0.38461538461538464
95,18,8,0.4444444444444444
96,13,3,0.23076923076923078
97,16,4,0.25
98,13,2,0.15384615384615385
99,10,7,0.7
100,12,4,0.3333333333333333
101,10,3,0.3
