epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,2.223725880895342,0.2221153846153846,1.714516124417705,0.38387096774193546,1.7832670299823468,0.3707692307692308
2,1.9569680701245318,0.3021978021978022,1.7784547898077196,0.31290322580645163,1.80457324724931,0.33115384615384613
3,1.8894544593580476,0.3445054945054945,1.984459029474566,0.24516129032258063,2.0244134517816397,0.2353846153846154
4,1.8319042981325926,0.3730769230769231,1.6425722575956776,0.3967741935483871,1.7308005560361421,0.3573076923076923
5,1.7927564393033038,0.39065934065934066,1.73451079399355,0.35161290322580646,1.796107708124014,0.33
6,1.7527911786194685,0.4092032967032967,1.5545254622736284,0.4,1.6243614805661715,0.39807692307692305
7,1.7257031700113317,0.43173076923076925,1.5569365447567356,0.41935483870967744,1.6619637848780706,0.39192307692307693
8,1.6838023434628497,0.446978021978022,1.5678224332870976,0.3935483870967742,1.6597181510925294,0.39153846153846156
9,1.6592671611806848,0.4614010989010989,1.5412355884428948,0.4483870967741935,1.6554351311463575,0.4065384615384615
10,1.6069300303092369,0.47843406593406596,1.7229811245395292,0.4290322580645161,1.8578391445600069,0.35846153846153844
11,1.5941888261627366,0.4901098901098901,1.5166203198894377,0.45161290322580644,1.6228416820672842,0.4230769230769231
12,1.5697498070014702,0.4947802197802198,1.3102062617578814,0.5419354838709678,1.457153281065134,0.4803846153846154
13,1.5382386935936225,0.5141483516483516,1.3021330702689387,0.5645161290322581,1.429893798828125,0.5111538461538462
14,1.5010546293887463,0.5144230769230769,1.577796043119123,0.4483870967741935,1.7408198778445905,0.4107692307692308
15,1.497900041119083,0.5232142857142857,1.763472354796625,0.45806451612903226,1.9070499009352464,0.4
16,1.4613955458441934,0.5342032967032967,1.4987477356387724,0.5,1.6899087935227615,0.44
