epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,3.987280510393826,0.09573672400897532,3.4281435475420596,0.20149253731343283,3.4263784444106373,0.1973121563836286
2,3.176133887662581,0.22980553477935678,2.9254664236040258,0.21641791044776118,2.968817268556841,0.2565668906536347
3,2.7673729855174347,0.3057217651458489,2.5503371260059415,0.3283582089552239,2.6809838122540883,0.3097128894318876
4,2.497034426134918,0.35658189977561705,2.4893981841073107,0.34328358208955223,2.580308336125108,0.34331093463653023
5,2.2979578604516293,0.3954749439042633,2.3641001430910027,0.35074626865671643,2.4629809996232654,0.36163714111178985
6,2.1338740986679237,0.43343305908750934,2.237820194728339,0.39552238805970147,2.372721149488856,0.37996334758704947
7,1.9721988370905372,0.462415856394914,2.3292414999719875,0.43283582089552236,2.5477809991935585,0.3604153940134392
8,1.8518120126217805,0.4906507105459985,2.3762245462901554,0.41044776119402987,2.385047356530378,0.3952351863164325
9,1.750681752488073,0.5114061331338818,2.2298150453994525,0.41044776119402987,2.284250272216051,0.4147831398900428
10,1.6516810106357356,0.5420718025430067,2.430150170824421,0.41044776119402987,2.501226664608983,0.3897373243738546
11,1.5480248785411233,0.5673148840688108,2.539540771228164,0.40298507462686567,2.5442998875330773,0.4074526572999389
12,1.4325279623336906,0.5948017950635752,3.345851926661249,0.3283582089552239,3.2307982581668173,0.34331093463653023
