label,total,correct,accuracy
0,8,2,0.25
1,12,9,0.75
2,8,2,0.25
3,11,1,0.09090909090909091
4,13,4,0.3076923076923077
5,9,6,0.6666666666666666
6,8,5,0.625
7,17,13,0.7647058823529411
8,9,8,0.8888888888888888
9,9,7,0.7777777777777778
10,17,1,0.058823529411764705
11,17,10,0.5882352941176471
12,10,6,0.6
13,10,7,0.7
14,10,7,0.7
15,8,0,0.0
16,17,13,0.7647058823529411
17,16,5,0.3125
18,10,2,0.2
19,11,4,0.36363636363636365
20,8,5,0.625
21,12,7,0.5833333333333334
22,18,5,0.2777777777777778
23,9,2,0.2222222222222222
24,8,0,0.0
25,8,4,0.5
26,8,3,0.375
27,13,7,0.5384615384615384
28,16,5,0.3125
29,17,8,0.47058823529411764
30,11,0,0.0
31,9,0,0.0
32,9,2,0.2222222222222222
33,8,1,0.125
34,9,7,0.7777777777777778
35,15,6,0.4
36,22,15,0.6818181818181818
37,11,2,0.18181818181818182
38,8,1,0.125
39,13,7,0.5384615384615384
40,25,5,0.2
41,12,9,0.75
42,26,5,0.19230769230769232
43,19,10,0.5263157894736842
44,8,1,0.125
45,39,31,0.7948717948717948
46,13,4,0.3076923076923077
47,14,10,0.7142857142857143
48,10,8,0.8
49,18,17,0.9444444444444444
50,52,28,0.5384615384615384
51,17,14,0.8235294117647058
52,19,3,0.15789473684210525
53,12,8,0.6666666666666666
54,14,10,0.7142857142857143
55,22,18,0.8181818181818182
56,13,6,0.46153846153846156
57,23,19,0.8260869565217391
58,13,11,0.8461538461538461
59,22,20,0.9090909090909091
60,10,10,1.0
61,11,2,0.18181818181818182
62,11,10,0.9090909090909091
63,11,10,0.9090909090909091
64,20,15,0.75
65,12,11,0.9166666666666666
66,9,0,0.0
67,11,7,0.6363636363636364
68,11,3,0.2727272727272727
69,12,7,0.5833333333333334
70,16,14,0.875
71,19,2,0.10526315789473684
72,39,24,0.6153846153846154
73,34,11,0.3235294117647059
74,24,19,0.7916666666666666
75,21,3,0.14285714285714285
76,50,48,0.96
77,27,12,0.4444444444444444
78,8,2,0.25
79,21,4,0.19047619047619047
80,33,30,0.9090909090909091
81,22,6,0.2727272727272727
82,26,3,0.11538461538461539
83,17,4,0.23529411764705882
84,13,1,0.07692307692307693
85,12,4,0.3333333333333333
86,13,9,0.6923076923076923
87,31,21,0.6774193548387096
88,37,26,0.7027027027027027
89,16,3,0.1875
90,15,9,0.6
91,13,4,0.3076923076923077
92,9,2,0.2222222222222222
93,32,14,0.4375
94,26,9,0.34615384615384615
95,18,4,0.2222222222222222
96,13,2,0.15384615384615385
97,16,8,0.5
98,13,0,0.0
99,10,4,0.4
100,12,5,0.4166666666666667
101,10,4,0.4
