epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,0.873924414257372,0.6899731445865303,1.839512593994055,0.23784592370979807,0.1522335711930702,0.8442354879899977,0.1522335711930702,0.255439773279959,2.313346779168542,0.4253731343283582,2.511201514219029,0.39401343921808185
2,0.001,2.0,0.7216095497292552,0.5786148735009295,1.4299466544866741,0.32404637247569185,0.1522335711930702,0.844235485136821,0.1522335711930702,0.2554397764897828,2.0469070406102423,0.4552238805970149,2.248824855941931,0.44654856444715946
3,0.001,2.0,0.6484309184791975,0.5301832607992567,1.1824765423829642,0.37154076290201943,0.1522335711930702,0.844235485136821,0.1522335711930702,0.25543977221001773,1.9520223194093846,0.4925373134328358,2.1799260049457585,0.44960293219303604
4,0.001,2.0,0.6000184883532813,0.4977661335120561,1.0225235523799505,0.40575916230366493,0.1522335719063644,0.8442354894165861,0.1522335719063644,0.255439773279959,1.845220030243717,0.5373134328358209,2.0669693633704633,0.4844227244960293
5,0.001,2.0,0.5555186039401063,0.46777367567338424,0.8774492674651392,0.4287584143605086,0.1522335695881583,0.844235485136821,0.1522335695881583,0.2554397729233119,1.813782435744556,0.5223880597014925,1.9854509534090121,0.4935858277336591
6,0.001,2.0,0.5234846052119513,0.44498656952033405,0.784980332352104,0.4478309648466717,0.1522335703014525,0.8442354808570559,0.1522335703014525,0.25543977541984153,1.8466921866829715,0.5223880597014925,1.9587660164969973,0.5027489309712889
7,0.001,2.0,0.49307123319195023,0.4234634968622817,0.6960773493428684,0.4717651458489155,0.1522335694098348,0.8442354808570559,0.1522335694098348,0.2554397743499003,1.7936406615954728,0.5149253731343284,1.9115946672278785,0.5155772755039707
8,0.001,2.0,0.46441395006789676,0.4019908138238055,0.6242313473725729,0.48971578160059837,0.1522335694098348,0.8442354794304676,0.1522335694098348,0.25543977506319443,1.757708149169808,0.5373134328358209,1.8411943592090176,0.5424557116676848
9,0.001,2.0,0.4393214814771711,0.38386089340821966,0.5546058694997116,0.5130890052356021,0.1522335695881583,0.8442354894165861,0.1522335695881583,0.2554397736366061,1.7105347958963308,0.5597014925373134,1.8412788065017254,0.5363469761759316
10,0.001,2.0,0.40881999386453594,0.3617752542135514,0.4704473757351524,0.537023186237846,0.1522335703014525,0.8442354808570559,0.1522335703014525,0.2554397764897828,1.7238212290094859,0.5447761194029851,1.8776311753505457,0.5339034819792303
11,0.001,2.0,0.3924410687334607,0.348571026334142,0.4387004055144097,0.5482423335826477,0.15223357012312896,0.8442354879899977,0.15223357012312896,0.2554397729233119,1.725594063303364,0.5746268656716418,1.8560589089507218,0.5412339645693341
12,0.001,2.0,0.37594706606936257,0.3368693528865466,0.39077710376449193,0.5632011967090501,0.1522335706580996,0.8442354879899977,0.1522335706580996,0.2554397739932532,1.673155442992253,0.5671641791044776,1.7554093735496228,0.5662797800855223
13,0.001,2.0,0.35323117235389856,0.3169204174536061,0.36310755256939575,0.5828347045624532,0.1522335710147467,0.8442354837102326,0.1522335710147467,0.2554397739932532,1.7489970771234427,0.5447761194029851,1.8046950301384155,0.5577275503970678
14,0.001,2.0,0.33578798455717673,0.3015424610744596,0.3424552444566428,0.594053851907255,0.15223356851821707,0.8442354865634094,0.15223356851821707,0.25543977221001773,1.6460705657503498,0.5597014925373134,1.7904044499685652,0.5577275503970678
15,0.001,2.0,0.3171754796824173,0.28702043920822257,0.30155042513770314,0.6054599850411369,0.1522335710147467,0.8442354865634094,0.1522335710147467,0.25543977185337063,1.641600630176601,0.6044776119402985,1.7459869924375175,0.5839951130116066
16,0.001,2.0,0.30398387278561817,0.2758265583481286,0.281573137687763,0.6234106207928197,0.15223357047977604,0.8442354865634094,0.15223357047977604,0.25543977541984153,1.710034262778154,0.5671641791044776,1.7832421400085336,0.5815516188149054
17,0.001,2.0,0.2886742822876062,0.2626578076704278,0.2601647587435943,0.6321989528795812,0.1522335703014525,0.8442354865634094,0.1522335703014525,0.25543977221001773,1.6871803073740717,0.5895522388059702,1.787949314769915,0.5662797800855223
18,0.001,2.0,0.2741092563834579,0.24891581000145818,0.25193445071321685,0.6458489154824233,0.15223357083642314,0.844235485136821,0.15223357083642314,0.25543977613313573,1.673295404484023,0.6044776119402985,1.811838082445782,0.5766646304215027
