epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,1.2902675895900517,1.1507683622968066,0.9299948028155736,0.49381868131868134,0.3177616098424891,0.8540660679995359,0.8540660679995359,0.8336286922077556,1.0745220899581909,0.6483870967741936,1.2820803070068358,0.5407692307692308
2,0.001,2.0,1.0635015571510398,0.9481030692111004,0.7693232570375715,0.5865384615384616,0.31776160827049843,0.8540660784794734,0.8540660784794734,0.8336286859197931,0.8684939153732792,0.6903225806451613,1.0450449958214394,0.6165384615384616
3,0.001,2.0,0.9836282478584037,0.8770572845752422,0.7104730294300959,0.6212912087912088,0.31776160827049843,0.8540660816234547,0.8540660816234547,0.8336286911597619,0.8450186237212151,0.6870967741935484,1.0959021615982056,0.6057692307692307
4,0.001,2.0,0.9052381244334545,0.8068648261028332,0.6558219443310748,0.6427197802197803,0.31776160774650153,0.8540660700955234,0.8540660700955234,0.8336286880157806,0.773340517474759,0.7322580645161291,0.9866955582912151,0.6492307692307693
5,0.001,2.0,0.8369998343698271,0.7435638379264664,0.6229066188518818,0.676923076923077,0.3177616066985078,0.8540660763834859,0.8540660763834859,0.8336286859197931,0.7968394671716997,0.7129032258064516,1.0268249621758094,0.6376923076923077
6,0.001,2.0,0.8144775097186748,0.7216606281615876,0.618779175884121,0.6853021978021978,0.3177616066985078,0.8540660753354922,0.8540660753354922,0.8336286859197931,0.7158903252693914,0.7516129032258064,1.031251962368305,0.6373076923076924
7,0.001,2.0,0.7576326976765643,0.6731364782039936,0.5633081146648952,0.7098901098901099,0.3177616108904828,0.8540660784794734,0.8540660784794734,0.8336286922077556,0.8711958692919823,0.667741935483871,1.0451510165287898,0.6338461538461538
8,0.001,2.0,0.710553297498724,0.6273352526046417,0.5547869426208538,0.7296703296703296,0.3177616093184922,0.8540660753354922,0.8540660753354922,0.8336286869677868,0.7722103388078752,0.7387096774193549,1.0863581367639394,0.6284615384615385
9,0.001,2.0,0.6643163509421296,0.5871856515224163,0.5142046433228713,0.7403846153846154,0.3177616074845031,0.8540660784794734,0.8540660784794734,0.8336286827758118,0.6895828208615703,0.7548387096774194,0.9135220555158762,0.68
10,0.001,2.0,0.6194141560858423,0.5464423761262999,0.48647852336967384,0.7645604395604395,0.3177616069605062,0.8540660732395047,0.8540660732395047,0.8336286901117681,0.8835081415791666,0.7129032258064516,1.1831982524578388,0.6173076923076923
11,0.001,2.0,0.5934546187683776,0.5216755265717978,0.47852725353869763,0.7760989010989011,0.3177616072225047,0.8540660742874984,0.8540660742874984,0.8336286848717993,0.8756080688968781,0.6838709677419355,1.1177457017164965,0.6315384615384615
12,0.001,2.0,0.5401982640827095,0.47330545599644,0.44595203799205824,0.7973901098901099,0.31776160512651713,0.8540660763834859,0.8540660763834859,0.8336286838238056,0.7003926900125319,0.7677419354838709,1.028905423787924,0.6603846153846153
