epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,3.1567249594112785,2.948774617201549,2.079503522315129,0.23111443530291698,0.1675895196605103,0.819480868890915,0.819480868890915,0.810101091817144,2.4887296228266473,0.35074626865671643,2.744849736616243,0.35247403787416004
2,0.001,2.0,2.7330626820840314,2.551450889148013,1.8161180597146946,0.31413612565445026,0.16758951912553968,0.8194808674643266,0.8194808674643266,0.8101010960969091,2.134911729328668,0.44029850746268656,2.326932780394557,0.42822235797189984
3,0.001,2.0,2.5206460371424035,2.3540375435985372,1.6660849180521142,0.36387434554973824,0.1675895180555984,0.819480868890915,0.819480868890915,0.8101010960969091,2.0982459623422196,0.4626865671641791,2.3363388005596293,0.4239462431276726
4,0.001,2.0,2.3605214961001297,2.2026056137741192,1.5791589047539654,0.4042632759910247,0.16758951876889258,0.8194808774504451,0.8194808774504451,0.8101010960969091,2.0239184667815024,0.4925373134328358,2.2287277869502438,0.451435552840562
5,0.001,2.0,2.1980081398092994,2.051864522379017,1.4614360224603269,0.43081525804038895,0.16758951930386323,0.8194808631845616,0.8194808631845616,0.8101010889639673,1.8048498790655563,0.5074626865671642,2.036572825347933,0.49786194257788635
6,0.001,2.0,2.069837310907996,1.9319592840919408,1.3787801946020874,0.46952131637995514,0.16758951948218678,0.8194808745972684,0.8194808745972684,0.810101091817144,1.921275468014959,0.48507462686567165,2.102794568205142,0.47648136835675015
7,0.001,2.0,1.9828114324126034,1.8474324991565725,1.3537893480744572,0.48485415108451757,0.16758951859056906,0.8194808646111499,0.8194808646111499,0.8101010946703207,1.79271659388471,0.5074626865671642,1.9979321112629838,0.5021380574221136
8,0.001,2.0,1.8717676754218924,1.7420422965765179,1.2972537656283325,0.5037397157816006,0.1675895200171574,0.819480868890915,0.819480868890915,0.8101010960969091,1.8499494595314139,0.5149253731343284,2.052896337532458,0.48259010384850337
9,0.001,2.0,1.7808043572469354,1.657633841082331,1.2317050605365922,0.5329094988780853,0.16758951912553968,0.8194808731706801,0.8194808731706801,0.8101010946703207,1.8005982886499434,0.5298507462686567,1.9371956996096296,0.518020769700672
10,0.001,2.0,1.6708718007771757,1.553419729801997,1.174520661247784,0.5461854899027674,0.16758951948218678,0.8194808603313848,0.8194808603313848,0.8101010903905556,1.8412529443626973,0.5298507462686567,2.0032641681579095,0.5094685400122174
