label,total,correct,accuracy
0,260,205,0.7884615384615384
1,260,129,0.49615384615384617
2,260,159,0.6115384615384616
3,260,177,0.6807692307692308
4,260,144,0.5538461538461539
5,260,127,0.48846153846153845
6,260,134,0.5153846153846153
7,260,163,0.6269230769230769
8,260,199,0.7653846153846153
9,260,184,0.7076923076923077
