epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,1.5741493458276266,1.458075574204162,1.1607376695989253,0.4052197802197802,0.4079222532419058,0.8686224193363399,0.822552379147037,0.8129708510178786,1.1460586886252127,0.6645161290322581,1.2888965423290546,0.5692307692307692
2,0.001,2.0,1.4138730782728928,1.3138204464545618,1.000526294865451,0.4796703296703297,0.40792224695394325,0.8686224120003837,0.8225523780990432,0.8129708447299161,0.9775017530687393,0.6870967741935484,1.1406599481289204,0.6207692307692307
3,0.001,2.0,1.345898923769102,1.2533232783223247,0.9257564100590381,0.5144230769230769,0.40792225271790894,0.868622423528315,0.8225523843870058,0.8129708531138661,0.9214651707679995,0.7161290322580646,1.0973305276724008,0.6484615384615384
4,0.001,2.0,1.2981424748242556,1.2101194350274054,0.8802303456998133,0.5228021978021978,0.40792224957392764,0.8686224182883462,0.8225523822910183,0.8129708573058412,0.8906443692022754,0.6967741935483871,1.0972010722527137,0.6234615384615385
5,0.001,2.0,1.2589539124415472,1.1736526062200359,0.8530129655376896,0.5457417582417582,0.4079222506219214,0.8686224161923587,0.822552379147037,0.8129708510178786,1.003544492875376,0.6645161290322581,1.1458654451370238,0.6334615384615384
6,0.001,2.0,1.2295589441781516,1.1453940661398918,0.8416488152283889,0.5585164835164835,0.4079222506219214,0.8686224151443649,0.8225523854349995,0.8129708510178786,0.9090842000899776,0.7354838709677419,1.0943641809316782,0.665
7,0.001,2.0,1.1931596043345691,1.1121127904116452,0.810468175123026,0.5701923076923077,0.40792224747794015,0.8686224120003837,0.8225523801950309,0.8129708552098536,0.9191502132723408,0.7677419354838709,1.0973317271012526,0.6465384615384615
