epoch,train_loss,train_accuracy,gold_validation_loss,gold_validation_accuracy
1,1.7719358082767906,0.3580071174377224,1.7386593803282706,0.3258064516129032
2,1.3573909405711706,0.4928825622775801,1.2720231533050537,0.5548387096774193
3,1.2266723559844537,0.5459074733096085,1.167456224656874,0.5612903225806452
4,1.1352156977636534,0.5797153024911033,1.0474451376545815,0.6129032258064516
5,1.059500660251468,0.6149466192170818,1.1691704388587705,0.5387096774193548
6,0.9817769591494387,0.6476868327402135,1.1870446697358161,0.567741935483871
7,0.9288922323450923,0.6679715302491103,0.99048225110577,0.6548387096774193
8,0.8862073897042733,0.6875444839857652,0.8807553914285475,0.6903225806451613
9,0.8281542092455664,0.6921708185053381,0.9002457914813873,0.6838709677419355
10,0.7847229000936624,0.7231316725978648,0.7757008010341275,0.7387096774193549
11,0.7391536299868411,0.7320284697508896,0.8258241049705013,0.7161290322580646
12,0.7470089463152495,0.7306049822064057,0.7820654026923641,0.7161290322580646
13,0.7282763746285353,0.7345195729537367,0.9632262245301277,0.632258064516129
14,0.7178514901429308,0.7366548042704626,0.7237982592275066,0.7580645161290323
15,0.6426140571828415,0.7701067615658364,0.7017472824742718,0.7516129032258064
16,0.6193996414170995,0.7832740213523132,0.8514823206009403,0.6967741935483871
17,0.604014816445388,0.7857651245551601,0.832105484700972,0.7129032258064516
18,0.5834705645503523,0.7932384341637011,0.6744534623238349,0.7516129032258064
19,0.5529635082360265,0.805693950177936,0.7638175479827388,0.7451612903225806
20,0.5300606419183181,0.8135231316725978,0.7369267882839325,0.7419354838709677
21,0.5340742817977145,0.8124555160142348,0.6661563877136477,0.7516129032258064
22,0.5239623083338618,0.8195729537366548,0.6946234341590635,0.7774193548387097
23,0.49274925373202966,0.8241992882562278,0.651763157306179,0.7741935483870968
24,0.47268771626771133,0.8352313167259786,0.6290093706500146,0.7709677419354839
25,0.46410504308035366,0.8327402135231317,0.6919906885393204,0.7709677419354839
26,0.43878385375827234,0.8444839857651245,0.7633124678365646,0.7290322580645161
27,0.4585262840752924,0.8405693950177936,0.9007607444640129,0.7096774193548387
28,0.4224824354529805,0.8462633451957295,0.6400179259238704,0.7870967741935484
29,0.4265502854598375,0.8491103202846975,0.7180499622898717,0.7483870967741936
30,0.3910229118905458,0.8661921708185053,0.6811155715296345,0.7709677419354839
