epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,1.0450984008649258,1.0450984008649258,2.4091446624376385,0.20830216903515333,0.11537605448275604,0.8243026647803137,0.2571613815353268,0.32298758855575754,2.664820290323514,0.3656716417910448,2.697498294006562,0.3506414172266341
2,0.001,2.0,0.9001063186906574,0.9001063186906574,2.2204909827518393,0.30254300673148843,0.11537605323449122,0.8243026576473719,0.2571613776122088,0.3229875871291692,2.375413154488179,0.40298507462686567,2.419734858709206,0.40256566890653633
3,0.001,2.0,0.8190078989462614,0.8190078989462614,2.0882511130891457,0.3511593118922962,0.1153760543044325,0.8243026676334904,0.257161382248621,0.322987586415875,2.3117408574517095,0.44776119402985076,2.4161721235670255,0.4007330482590104
4,0.001,2.0,0.7760928717672424,0.7760928717672424,2.05456047577027,0.381264023934181,0.11537605412610895,0.8243026647803137,0.2571613815353268,0.32298758891240464,2.3226585103504696,0.41044776119402987,2.2750186758501614,0.4489920586438607
5,0.001,2.0,0.7275325644791973,0.7275325644791973,2.0096065952604887,0.4119296933433059,0.11537605483940312,0.8243026605005486,0.2571613811786797,0.3229875899823459,2.2017934571451216,0.41044776119402987,2.196740910711271,0.44960293219303604
6,0.001,2.0,0.6855880104969398,0.6855880104969398,1.963390971710188,0.43960359012715033,0.11537605448275604,0.8243026605005486,0.2571613772555617,0.32298758570258085,2.280568674429139,0.39552238805970147,2.230121403550257,0.4428833231521075
7,0.001,2.0,0.6575434232435747,0.6575434232435747,1.9484332007263343,0.4601720269259536,0.11537605341281477,0.8243026605005486,0.2571613840318564,0.3229875899823459,2.1241084159310186,0.4925373134328358,2.118127664707023,0.4715943799633476
8,0.001,2.0,0.6217358673608562,0.6217358673608562,1.9878135207168361,0.4801795063575168,0.11537605323449122,0.824302666206902,0.2571613811786797,0.32298758498928665,2.0769239699662623,0.4552238805970149,2.0702296341055404,0.4746487477092242
9,0.001,2.0,0.5974325192179712,0.5974325192179712,1.9612105910958153,0.4951383694839192,0.11537605323449122,0.824302670486667,0.25716138581509185,0.322987586415875,2.147387775022592,0.44776119402985076,2.0786819522091,0.48564447159437996
10,0.001,2.0,0.5612943898677469,0.5612943898677469,1.9412878038460581,0.5239341810022439,0.1153760543044325,0.8243026676334904,0.2571613808220326,0.3229875899823459,2.1364109960954583,0.44029850746268656,2.126648040318824,0.4630421502748931
11,0.001,2.0,0.5426784239336012,0.5426784239336012,1.9544128048482365,0.531039640987285,0.11537605519605022,0.8243026719132553,0.2571613815353268,0.3229875906956401,2.0860598959139924,0.5149253731343284,2.1097964885108125,0.47892486255345146
