epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,1.7883529681425827,0.33901098901098903,1.3055817096464095,0.5225806451612903,1.4256591785871067,0.46615384615384614
2,1.3792891769618778,0.4781593406593407,1.1502444859473937,0.6129032258064516,1.28022310256958,0.5380769230769231
3,1.2404018344459953,0.5362637362637362,1.031990501957555,0.6451612903225806,1.1750520034936758,0.5792307692307692
4,1.1482591626408336,0.5729395604395604,0.9992089102345129,0.6709677419354839,1.1195953611227183,0.5873076923076923
5,1.0555083022012814,0.6170329670329671,1.1695166603211433,0.5967741935483871,1.2436441282125619,0.5430769230769231
6,0.9897232283602704,0.6377747252747252,0.9191080101074711,0.6741935483870968,1.0714564459140483,0.6130769230769231
7,0.9283765545258156,0.6557692307692308,0.9142771851631903,0.6935483870967742,1.038114794584421,0.6315384615384615
8,0.8751896087939922,0.6806318681318682,0.9457565769072502,0.667741935483871,1.0676652644230769,0.6057692307692307
9,0.8303568360569713,0.6978021978021978,0.8181362686618682,0.7225806451612903,1.007895141198085,0.6492307692307693
10,0.7651897176281437,0.7218406593406593,0.7775592227135936,0.7483870967741936,0.9456653200663053,0.67
11,0.7240594980480907,0.734478021978022,0.792716581590714,0.7225806451612903,0.919856008382944,0.6761538461538461
12,0.7026018392908704,0.7388736263736264,0.8376882945337604,0.7096774193548387,0.9172265694691585,0.678076923076923
13,0.6564928249998407,0.7660714285714286,0.7662650200628465,0.7322580645161291,0.8722948983999399,0.693076923076923
14,0.6081156020636087,0.7792582417582418,0.7966011539582283,0.7290322580645161,0.9628305433346676,0.6692307692307692
15,0.5583110001060989,0.7938186813186813,0.916827715212299,0.6870967741935484,1.0123390593895545,0.6653846153846154
16,0.5438046159325065,0.798901098901099,0.8848189050151456,0.7258064516129032,1.0293270991398737,0.6661538461538462
