epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,2.1759766518414674,0.23186813186813188,1.6235746722067557,0.432258064516129,1.7048970853365384,0.3873076923076923
2,1.9045047610670656,0.3358516483516483,1.5261897279370216,0.4838709677419355,1.6034743228325476,0.4280769230769231
3,1.8080436358085046,0.38695054945054946,1.3588249552634455,0.5387096774193548,1.468959432748648,0.4819230769230769
4,1.756076882173727,0.4142857142857143,1.3994555888637419,0.5451612903225806,1.4939351492661697,0.4819230769230769
5,1.71013137953622,0.4325549450549451,1.2169325790097636,0.6096774193548387,1.4042105986521793,0.5215384615384615
6,1.6798923358812436,0.44862637362637364,1.2982275978211433,0.5258064516129032,1.4030455662653996,0.5080769230769231
7,1.6324075190575569,0.4679945054945055,1.252884889418079,0.5709677419354838,1.3527328689281757,0.5280769230769231
8,1.5942529759564243,0.4855769230769231,1.2047012367556171,0.5806451612903226,1.3239891587770902,0.5392307692307692
9,1.5637489017549453,0.49986263736263736,1.1239031799377934,0.6225806451612903,1.313058186677786,0.5423076923076923
10,1.5346214545952095,0.5100274725274725,1.1179536334929927,0.5967741935483871,1.2198474234801073,0.5888461538461538
11,1.4897051826938168,0.5321428571428571,1.14619302826543,0.635483870967742,1.251456044270442,0.5838461538461538
12,1.460992687351101,0.5379120879120879,1.2315933727448987,0.5709677419354838,1.3479299453588633,0.5380769230769231
13,1.440347522693676,0.5482142857142858,1.1613079440209173,0.603225806451613,1.2583259369776798,0.5857692307692308
