label,total,correct,accuracy
0,260,227,0.8730769230769231
1,260,159,0.6115384615384616
2,260,231,0.8884615384615384
3,260,183,0.7038461538461539
4,260,192,0.7384615384615385
5,260,127,0.48846153846153845
6,260,159,0.6115384615384616
7,260,170,0.6538461538461539
8,260,228,0.8769230769230769
9,260,186,0.7153846153846154
