epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,0.8365929866885091,0.7669869277503464,0.9280807551446851,0.5016483516483516,0.28303253703064973,0.8786673524877527,0.5808499441042051,0.6088981251140217,1.091123084099062,0.5967741935483871,1.3571915124012874,0.4815384615384615
2,0.001,2.0,0.699807007758172,0.640026833984878,0.797068950501117,0.571565934065934,0.2830325357206575,0.8786673503917652,0.5808499430562114,0.608898124066028,0.9165268405791251,0.6903225806451613,1.1255082119428195,0.5934615384615385
3,0.001,2.0,0.6281201766087459,0.5735699216088096,0.7273366625492389,0.6244505494505495,0.28303253441066534,0.8786673545837402,0.5808499482961801,0.6088981251140217,0.9262917633979552,0.6870967741935484,1.1346451645631057,0.6015384615384616
4,0.001,2.0,0.5886884960499439,0.5365143295172806,0.6956555890512991,0.6458791208791209,0.2830325349346622,0.878667355631734,0.5808499435802083,0.6088981251140217,0.8237837822206558,0.7451612903225806,1.03838965012477,0.6253846153846154
5,0.001,2.0,0.5349290559580038,0.48683914155750485,0.6411988101162753,0.6766483516483517,0.28303253519666066,0.8786673503917652,0.5808499493441739,0.6088981261620154,0.7995743540025526,0.7322580645161291,1.0253750553497902,0.635
6,0.001,2.0,0.5148903405273354,0.46914102808459773,0.6099908087279771,0.6899725274725275,0.28303253362467,0.8786673482957778,0.5808499482961801,0.6088981314019842,0.7774244223871539,0.7354838709677419,0.9683560976615319,0.6503846153846153
7,0.001,2.0,0.47413506501323577,0.4295254789865934,0.5947944469504304,0.7168956043956044,0.28303253388666844,0.8786673524877527,0.5808499472481864,0.6088981261620154,0.7862859564442788,0.7645161290322581,0.9943013422305768,0.6507692307692308
8,0.001,2.0,0.44226115418004464,0.40047934775824073,0.5570907254795452,0.7324175824175824,0.2830325333626716,0.8786673524877527,0.5808499472481864,0.6088981209220466,0.7998184173337874,0.7225806451612903,1.0293382994945233,0.6373076923076924
9,0.001,2.0,0.4214136547439701,0.380218728689047,0.5492656416945405,0.745467032967033,0.2830325357206575,0.8786673514397589,0.5808499477721832,0.6088981209220466,0.6906898290880265,0.7483870967741936,0.9592267722349901,0.6661538461538462
10,0.001,2.0,0.39421050627153,0.3539814508223272,0.5363873408390926,0.7579670329670329,0.2830325354586591,0.8786673661116715,0.5808499477721832,0.6088981230180343,0.7510546526601237,0.7516129032258064,0.9778985041838426,0.6607692307692308
11,0.001,2.0,0.3600582167997465,0.32358297260252983,0.48633657209165804,0.7840659340659341,0.28303253441066534,0.8786673503917652,0.5808499482961801,0.6088981230180343,0.7562445732855028,0.7645161290322581,1.0476328602203957,0.6538461538461539
12,0.001,2.0,0.33068310972098464,0.29481465567599285,0.4782460104633164,0.801923076923077,0.28303253467266376,0.8786673587757152,0.5808499420082176,0.6088981219700405,0.8063431047624158,0.7516129032258064,1.0537077038104719,0.6457692307692308
