epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,1.0528976731247954,1.0528976731247954,1.0662204483053186,0.42788461538461536,0.4023888111114502,0.8768802391303765,0.639634524334918,0.6579812353783911,1.097849259068889,0.635483870967742,1.2896082599346455,0.5488461538461539
2,0.001,2.0,0.9456491280388046,0.9456491280388046,0.9734845219077645,0.48255494505494506,0.40238880744347205,0.8768802328424139,0.639634520142943,0.6579812385223724,1.0430319339998306,0.6709677419354839,1.222051039475661,0.5865384615384616
3,0.001,2.0,0.8960465870060763,0.8960465870060763,0.9322643442468329,0.5137362637362637,0.4023888105874533,0.876880237034389,0.639634524334918,0.6579812385223724,0.9730449391949562,0.6838709677419355,1.1345132464628953,0.6180769230769231
4,0.001,2.0,0.8771851461012284,0.8771851461012284,0.9286519340106419,0.5269230769230769,0.4023888105874533,0.876880237034389,0.6396345180469555,0.6579812395703661,0.9800659679597424,0.6774193548387096,1.2263285992695736,0.5711538461538461
5,0.001,2.0,0.8330185549599783,0.8330185549599783,0.8930744502570603,0.5434065934065934,0.40238881215944394,0.876880237034389,0.6396345169989617,0.6579812364263848,0.8883888252319828,0.7096774193548387,1.0688434545810406,0.6373076923076924
6,0.001,2.0,0.80695921929328,0.80695921929328,0.8639692613056728,0.5660714285714286,0.40238880953945955,0.8768802328424139,0.639634515950968,0.6579812374743786,0.8771575473969982,0.7225806451612903,1.0604353565436142,0.6480769230769231
7,0.001,2.0,0.7706291264230078,0.7706291264230078,0.8565648889803624,0.5774725274725274,0.4023888084914658,0.8768802317944202,0.639634520142943,0.6579812416663536,0.8174056199289137,0.7290322580645161,1.0117316755881676,0.6588461538461539
8,0.001,2.0,0.752952009504968,0.752952009504968,0.8507329437758896,0.5912087912087912,0.40238880953945955,0.8768802296984327,0.639634520142943,0.6579812353783911,0.9315524255075762,0.6806451612903226,1.1200555419921876,0.6146153846153846
9,0.001,2.0,0.7352608337507143,0.7352608337507143,0.8397879820603591,0.5989010989010989,0.4023888116354471,0.8768802328424139,0.639634520142943,0.6579812427143474,0.8237970186818031,0.7064516129032258,1.067649296247042,0.6315384615384615
10,0.001,2.0,0.7056720978611118,0.7056720978611118,0.8332280969881749,0.6115384615384616,0.4023888111114502,0.8768802349384014,0.6396345190949493,0.6579812437623411,0.8230166746724037,0.7354838709677419,1.0248075399032006,0.6603846153846153
