label,total,correct,accuracy
0,260,204,0.7846153846153846
1,260,148,0.5692307692307692
2,260,204,0.7846153846153846
3,260,76,0.2923076923076923
4,260,196,0.7538461538461538
5,260,104,0.4
6,260,202,0.7769230769230769
7,260,72,0.27692307692307694
8,260,193,0.7423076923076923
9,260,195,0.75
