epoch,lr,alpha,train_loss,mixed_loss,gold_stability_loss,train_accuracy,mean_r_prob,mean_r_sim,mean_gold_consistency,mean_control,val_loss,val_accuracy,test_loss,test_accuracy
1,0.001,2.0,1.3399191143748523,1.1879104294619718,1.0133912243685879,0.44793956043956046,0.29806848829919164,0.7697906389341249,0.7697906389341249,0.7811639094090723,1.077886749852088,0.6419354838709678,1.298975013586191,0.5434615384615384
2,0.001,2.0,1.1463705369404384,1.016653808918628,0.8647781774237916,0.5148351648351648,0.2980684872511979,0.7697906452220875,0.7697906452220875,0.7811639104570661,0.9296866478458528,0.6870967741935484,1.0995281186470618,0.6015384615384616
3,0.001,2.0,1.0501548751369938,0.9353621600748419,0.7652847457718063,0.5552197802197802,0.2980684827972244,0.7697906336941562,0.7697906336941562,0.7811639052170973,1.0408934347091183,0.6612903225806451,1.2567114452215342,0.5692307692307692
4,0.001,2.0,0.9908817202180297,0.8819916578439566,0.7259337646620614,0.5788461538461539,0.2980684851552104,0.7697906420781062,0.7697906420781062,0.7811639073130848,0.8913037115527738,0.7096774193548387,1.1050794076919557,0.6130769230769231
5,0.001,2.0,0.9426378197722383,0.8391603828786494,0.6898495773692708,0.5934065934065934,0.2980684838452182,0.7697906357901437,0.7697906357901437,0.7811639041691036,0.9718726696506623,0.6838709677419355,1.2355114738757793,0.5838461538461538
6,0.001,2.0,0.9182086301373912,0.81934344126628,0.6591012162166637,0.6076923076923076,0.29806848358321975,0.7697906347421499,0.7697906347421499,0.7811639083610786,1.1242043841269709,0.6193548387096774,1.3892451058901274,0.55
7,0.001,2.0,0.8517984246159648,0.7582175452630598,0.623872490636595,0.6440934065934066,0.29806848620320414,0.7697906336941562,0.7697906336941562,0.7811639052170973,1.0483509263684672,0.6838709677419355,1.3686027006002572,0.59
