seed,family,dataset,train_rel,noise_setting,run_name,run_leaf,beta,lambda_gold,epoch,train_loss,test_loss,loss_gap_test_minus_train
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta05_lg02,gaussian_30p0_beta05_lg02,0.5,0.2,14,0.2801471222,1.032984177,0.7528370552
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta05_lg02,gaussian_30p0_beta05_lg02,0.5,0.2,15,0.2484796451,0.9796770974,0.7311974523
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta05_lg02,gaussian_30p0_beta05_lg02,0.5,0.2,16,0.2315750472,1.018017193,0.7864421454
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta05_lg02,gaussian_30p0_beta05_lg02,0.5,0.2,17,0.2096776569,1.14873187,0.9390542134
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta05_lg02,gaussian_30p0_beta05_lg02,0.5,0.2,18,0.2051811387,1.260674736,1.055493597
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,1,0.5580995062,1.1687252,0.6106256935
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,2,0.4399829675,1.147317823,0.7073348557
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,3,0.394051719,1.034649524,0.6405978045
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,4,0.3601510141,1.07242697,0.7122759561
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,5,0.3360392384,1.072416174,0.7363769353
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,6,0.311814296,1.135159281,0.8233449849
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,7,0.3023890844,1.100915852,0.7985267676
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta085_lg01,gaussian_30p0_beta085_lg01,0.85,0.1,8,0.2844353072,1.089977216,0.805541909
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,1,0.521999843,1.163087601,0.6410877581
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,2,0.408014121,1.093207057,0.685192936
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,3,0.3687854671,1.044233847,0.6754483803
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,4,0.3311737859,1.114905325,0.7837315388
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,5,0.3141981369,1.129728213,0.815530076
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,6,0.2880738622,1.02067386,0.7325999982
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,7,0.2733085939,1.052549068,0.7792404745
22,ggcl,STL,feature_noise/gaussian_30p0,gaussian_30p0,feature_noise/gaussian/gaussian_ablation/gaussian_30p0_beta09_lg01,gaussian_30p0_beta09_lg01,0.9,0.1,8,0.2658434388,1.070076655,0.8042332157
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_3p0_label_shuffle_0p2_beta09_lg025,blur_3p0_label_shuffle_0p2_beta09_lg025,0.9,0.25,1,0.6902973309,1.175903643,0.4856063124
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_3p0_label_shuffle_0p2_beta09_lg025,blur_3p0_label_shuffle_0p2_beta09_lg025,0.9,0.25,2,0.6074052583,1.20419939,0.5967941321
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_3p0_label_shuffle_0p2_beta09_lg025,blur_3p0_label_shuffle_0p2_beta09_lg025,0.9,0.25,3,0.5713986585,1.252610328,0.6812116697
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_3p0_label_shuffle_0p2_beta09_lg025,blur_3p0_label_shuffle_0p2_beta09_lg025,0.9,0.25,4,0.5398537625,1.280033436,0.7401796735
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta085_lg015,blur_3p0_label_shuffle_0p2_beta085_lg015,0.85,0.15,1,0.6899207508,1.147849554,0.4579288035
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta085_lg015,blur_3p0_label_shuffle_0p2_beta085_lg015,0.85,0.15,2,0.6173507114,1.151200523,0.5338498116
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta085_lg015,blur_3p0_label_shuffle_0p2_beta085_lg015,0.85,0.15,3,0.5856443621,1.16759905,0.581954688
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta085_lg015,blur_3p0_label_shuffle_0p2_beta085_lg015,0.85,0.15,4,0.5603485397,1.281080477,0.7207319377
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta095_lg015,blur_3p0_label_shuffle_0p2_beta095_lg015,0.95,0.15,1,0.5993799879,1.166718199,0.5673382108
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta095_lg015,blur_3p0_label_shuffle_0p2_beta095_lg015,0.95,0.15,2,0.5380051135,1.19019043,0.652185317
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta095_lg015,blur_3p0_label_shuffle_0p2_beta095_lg015,0.95,0.15,3,0.5058127344,1.200716521,0.6949037862
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta095_lg015,blur_3p0_label_shuffle_0p2_beta095_lg015,0.95,0.15,4,0.480932454,1.229107848,0.7481753937
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg01,blur_3p0_label_shuffle_0p2_beta09_lg01,0.9,0.1,1,0.6156781384,1.129665846,0.5139877077
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg01,blur_3p0_label_shuffle_0p2_beta09_lg01,0.9,0.1,2,0.5532635638,1.169693738,0.616430174
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg01,blur_3p0_label_shuffle_0p2_beta09_lg01,0.9,0.1,3,0.5316849618,1.332974615,0.8012896536
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg01,blur_3p0_label_shuffle_0p2_beta09_lg01,0.9,0.1,4,0.507249164,1.398355618,0.8911064543
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg03,blur_3p0_label_shuffle_0p2_beta09_lg03,0.9,0.3,1,0.7140972616,1.178434534,0.464337272
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg03,blur_3p0_label_shuffle_0p2_beta09_lg03,0.9,0.3,2,0.6212859171,1.263155585,0.6418696676
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg03,blur_3p0_label_shuffle_0p2_beta09_lg03,0.9,0.3,3,0.5837297547,1.317299048,0.7335692929
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_beta09_lg03,blur_3p0_label_shuffle_0p2_beta09_lg03,0.9,0.3,4,0.542981626,1.236239251,0.6932576253
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,0.9,0.2,1,0.6666171356,1.125247283,0.4586301478
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,0.9,0.2,2,0.5946478155,1.145124723,0.5504769073
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,0.9,0.2,3,0.5597134259,1.189534546,0.6298211198
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,blur_3p0_label_shuffle_0p2_compromise_beta09_lg02,0.9,0.2,4,0.5340412353,1.243845786,0.7098045506
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,0.9,0.15,1,0.6429244937,1.154890053,0.5119655597
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,0.9,0.15,2,0.5787493507,1.256172003,0.6774226527
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,0.9,0.15,3,0.5460812321,1.221821755,0.6757405224
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,blur_3p0_label_shuffle_0p2_feature_best_beta09_lg015,0.9,0.15,4,0.5172512533,1.275588184,0.7583369305
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,0.5,0.25,1,1.13704673,1.138104772,0.001058041709
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,0.5,0.25,2,1.035317316,1.27800761,0.2426902945
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,0.5,0.25,3,0.9761645396,1.311239432,0.3350748924
22,ggcl,STL,hybrid_noise/blur_3p0_label_shuffle_0p2,blur_3p0 + label_shuffle_0p2,hybrid_noise/blur_label_shuffle/blur_hybrid_ablation/blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,blur_3p0_label_shuffle_0p2_label_best_beta05_lg025,0.5,0.25,4,0.9348004277,1.130440031,0.1956396033
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,1,0.6793290464,1.105614944,0.4262858974
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,2,0.5911002119,0.9997094697,0.4086092579
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,3,0.5504690506,1.015482314,0.4650132634
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,4,0.5180850349,0.9990468113,0.4809617765
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,5,0.5041532017,0.9177822938,0.4136290921
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,6,0.4935338373,0.9213262633,0.427792426
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,7,0.4655274088,0.886378466,0.4208510572
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,8,0.4459462412,0.9241984707,0.4782522295
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,9,0.426432219,0.8888983727,0.4624661536
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,10,0.4146324365,0.8679455647,0.4533131282
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,11,0.400805262,0.8952693182,0.4944640562
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_0p75_label_shuffle_0p2_beta085_lg01,brightness_0p75_label_shuffle_0p2_beta085_lg01,0.85,0.1,12,0.3732443703,0.8697320025,0.4964876322
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,1,0.5857755825,1.072021637,0.4862460549
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,2,0.5064301268,1.025581721,0.5191515938
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,3,0.4664347939,1.053186838,0.5867520436
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,4,0.4394562767,0.9508018462,0.5113455695
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,5,0.4233846836,0.9197546728,0.4963699892
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,6,0.4077044998,0.9221587403,0.5144542405
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,7,0.3836314566,0.8999710771,0.5163396205
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta095_lg01,brightness_0p75_label_shuffle_0p2_beta095_lg01,0.95,0.1,8,0.3739219413,0.9522381592,0.5783162179
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,1,0.6066591263,1.078624832,0.471965706
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,2,0.5231096416,1.066740469,0.5436308274
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,3,0.491978554,1.057764407,0.5657858527
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,4,0.4590019735,1.09603299,0.637031017
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,5,0.4463321206,0.9677842943,0.5214521737
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,6,0.4295638851,0.9215450401,0.4919811549
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,7,0.4122180894,0.94383429,0.5316162006
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,8,0.4004861412,0.9168565099,0.5163703687
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,9,0.3824712504,0.9161472878,0.5336760374
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,10,0.3740390872,0.9174570964,0.5434180092
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,11,0.3589231411,0.8878374881,0.528914347
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,12,0.3416637419,0.8718316872,0.5301679454
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,13,0.3315025112,0.8689684892,0.537465978
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,14,0.3168424331,0.8905269331,0.5736845
22,ggcl,STL,hybrid_noise/brightness_0p75_label_shuffle_0p2,brightness_0p75 + label_shuffle_0p2,hybrid_noise/brightness_label_shuffle/brightness_hybrid_ablation/brightness_0p75_label_shuffle_0p2_beta09_lg005,brightness_0p75_label_shuffle_0p2_beta09_lg005,0.9,0.05,15,0.3013682823,0.9415464416,0.6401781593
