family,dataset,train_rel,noise_setting,run_name,run_leaf,beta,lambda_gold,n,selected_acc_mean,selected_acc_std,peak_acc_mean,peak_acc_std,final_acc_mean,final_acc_std,selected_epoch_mean,selected_epoch_std
ggcl,STL,hybrid_noise/gaussian_30p0_label_shuffle_0p2,gaussian_30p0 + label_shuffle_0p2,hybrid_noise/gaussian_label_shuffle/gaussian_hybrid_ablation/gaussian_30p0_label_shuffle_0p2_feature_best_beta05_lg015,gaussian_30p0_label_shuffle_0p2_feature_best_beta05_lg015,0.5,0.15,3,0.6465384615,0.005769230769,0.6592307692,0.01330680299,0.5988461538,0.0478595084,9.333333333,7.505553499
ggcl,STL,hybrid_noise/gaussian_30p0_label_shuffle_0p2,gaussian_30p0 + label_shuffle_0p2,hybrid_noise/gaussian_label_shuffle/gaussian_hybrid_ablation/gaussian_30p0_label_shuffle_0p2_label_best_beta05_lg025,gaussian_30p0_label_shuffle_0p2_label_best_beta05_lg025,0.5,0.25,3,0.6512820513,0.02526291729,0.6632051282,0.02112702262,0.6283333333,0.006775492442,8.666666667,2.516611478
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta00_lg01,label_shuffle_0p2_beta00_lg01,0,0.1,3,0.676025641,0.01253004279,0.6830769231,0.009813346786,0.6638461538,0.01115384615,11.66666667,3.214550254
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta01_lg01,label_shuffle_0p2_beta01_lg01,0.1,0.1,3,0.6656410256,0.03654116049,0.6851282051,0.01897652448,0.6657692308,0.01672524223,8.666666667,4.163331999
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta02_lg01,label_shuffle_0p2_beta02_lg01,0.2,0.1,3,0.685,0.001998520163,0.6901282051,0.003489912202,0.6724358974,0.02253312267,11.33333333,1.527525232
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta05_lg005,label_shuffle_0p2_beta05_lg005,0.5,0.05,3,0.6796153846,0.01467598771,0.6935897436,0.01417522076,0.6861538462,0.02086516306,11.66666667,2.309401077
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta05_lg01,label_shuffle_0p2_beta05_lg01,0.5,0.1,3,0.706025641,0.01175648715,0.7065384615,0.01096659802,0.6788461538,0.01532198791,13.33333333,0.5773502692
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta05_lg015,label_shuffle_0p2_beta05_lg015,0.5,0.15,3,0.7032051282,0.01036560463,0.7135897436,0.003635242789,0.6821794872,0.03364963344,12.33333333,3.055050463
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta05_lg02,label_shuffle_0p2_beta05_lg02,0.5,0.2,3,0.705,0.007487662436,0.7093589744,0.009120603288,0.6992307692,0.00405217452,8,2
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_ablation/label_shuffle_0p2_beta05_lg03,label_shuffle_0p2_beta05_lg03,0.5,0.3,3,0.6828205128,0.03300827701,0.6952564103,0.02806989726,0.6891025641,0.01877275083,4.666666667,3.055050463
ggcl,STL,label_noise/label_shuffle_0p2,label_shuffle_0p2,label_noise/label_shuffle/label_shuffle_0p2_method_beta05_lg025,label_shuffle_0p2_method_beta05_lg025,0.5,0.25,3,0.7185897436,0.001175019409,0.7220512821,0.006926637261,0.6953846154,0.01034894157,12.33333333,2.081665999
