label,total,correct,accuracy
0,260,198,0.7615384615384615
1,260,174,0.6692307692307692
2,260,238,0.9153846153846154
3,260,128,0.49230769230769234
4,260,136,0.5230769230769231
5,260,157,0.6038461538461538
6,260,160,0.6153846153846154
7,260,119,0.4576923076923077
8,260,226,0.8692307692307693
9,260,161,0.6192307692307693
